df_paper_title,df_title_url
Low- and High-Drag Intermittencies in Turbulent Channel Flows,https://pureportal.coventry.ac.uk/en/publications/low-and-high-drag-intermittencies-in-turbulent-channel-flows
An experimental study of residual stress and direction-dependence of fatigue crack growth behaviour in as-built and stress-relieved selective-laser-melted Ti6Al4V,https://pureportal.coventry.ac.uk/en/publications/an-experimental-study-of-residual-stress-and-direction-dependence
Evaluation of residual stresses induced by cold spraying of Ti-6Al-4V on Ti-6Al-4V substrates,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-residual-stresses-induced-by-cold-spraying-of-ti-6a
Fatigue crack growth in a laser shock peened residual stress field,https://pureportal.coventry.ac.uk/en/publications/fatigue-crack-growth-in-a-laser-shock-peened-residual-stress-fiel
Measurement and Modelling of Residual Stress in Wire-Feed Additively Manufactured Titanium,https://pureportal.coventry.ac.uk/en/publications/measurement-and-modelling-of-residual-stress-in-wire-feed-additiv
Prediction of residual stress within linear friction welds using a computationally efficient modelling approach,https://pureportal.coventry.ac.uk/en/publications/prediction-of-residual-stress-within-linear-friction-welds-using-
Residual stress and texture control in Ti-6Al-4V wire + arc additively manufactured intersections by stress relief and rolling,https://pureportal.coventry.ac.uk/en/publications/residual-stress-and-texture-control-in-ti-6al-4v-wire-arc-additiv
Residual Stress Evaluation in Selective-Laser-Melting Additively Manufactured Titanium (Ti-6Al-4V) and Inconel 718 using the Contour Method and Numerical Simulation,https://pureportal.coventry.ac.uk/en/publications/residual-stress-evaluation-in-selective-laser-melting-additively-
Analysis of Residual Stresses in Laser-Shock-Peened and Shot-Peened Marine Steel Welds,https://pureportal.coventry.ac.uk/en/publications/analysis-of-residual-stresses-in-laser-shock-peened-and-shot-peen-2
Minimization and Mitigation of Wire EDM Cutting Errors in the Application of the Contour Method of Residual Stress Measurement,https://pureportal.coventry.ac.uk/en/publications/minimization-and-mitigation-of-wire-edm-cutting-errors-in-the-app-2
Effect of ultrasonic peening and accelerated corrosion exposure on the residual stress distribution in welded marine steel,https://pureportal.coventry.ac.uk/en/publications/effect-of-ultrasonic-peening-and-accelerated-corrosion-exposure-o-2
Fatigue performance of friction stir welded marine grade steel,https://pureportal.coventry.ac.uk/en/publications/fatigue-performance-of-friction-stir-welded-marine-grade-steel-2
Surface preparation for residual stress measurement of an accelerated corrosion tested welded marine steel,https://pureportal.coventry.ac.uk/en/publications/surface-preparation-for-residual-stress-measurement-of-an-acceler-2
The effect of compressive fatigue loads on fatigue strength of non-load carrying specimens subjected to ultrasonic impact treatment,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-compressive-fatigue-loads-on-fatigue-strength-of-no-2
The effect of laser shock peening on hardness and microstructure in a welded marine steel,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-laser-shock-peening-on-hardness-and-microstructure--2
Residual Stresses in Ultrasonically Peened Fillet Welded Joints,https://pureportal.coventry.ac.uk/en/publications/residual-stresses-in-ultrasonically-peened-fillet-welded-joints-2
Cognitive Automation for Smart Decision Making in Industrial Internet of Things,https://pureportal.coventry.ac.uk/en/publications/cognitive-automation-for-smart-decision-making-in-industrial-inte
Network Intrusion Detection System: A systematic study of Machine Learning and Deep Learning approaches,https://pureportal.coventry.ac.uk/en/publications/network-intrusion-detection-system-a-systematic-study-of-machine-
NOTRINO: a NOvel hybrid TRust management scheme for INternet-Of-vehicles,https://pureportal.coventry.ac.uk/en/publications/notrino-a-novel-hybrid-trust-management-scheme-for-internet-of-ve
On the design and implementation of a secure blockchain-based hybrid framework for Industrial Internet-of-Things,https://pureportal.coventry.ac.uk/en/publications/on-the-design-and-implementation-of-a-secure-blockchain-based-hyb
Sharing is Caring: A collaborative framework for sharing security alerts,https://pureportal.coventry.ac.uk/en/publications/sharing-is-caring-a-collaborative-framework-for-sharing-security-
The Case of HyperLedger Fabric as a Blockchain Solution for Healthcare Applications,https://pureportal.coventry.ac.uk/en/publications/the-case-of-hyperledger-fabric-as-a-blockchain-solution-for-healt
A First Look at Privacy Analysis of COVID-19 Contact Tracing Mobile Applications,https://pureportal.coventry.ac.uk/en/publications/a-first-look-at-privacy-analysis-of-covid-19-contact-tracing-mobi
A trust management scheme to secure mobile information centric networks,https://pureportal.coventry.ac.uk/en/publications/a-trust-management-scheme-to-secure-mobile-information-centric-ne
CRT-BIoV: A Cognitive Radio Technique for Blockchain-enabled Internet of Vehicles,https://pureportal.coventry.ac.uk/en/publications/crt-biov-a-cognitive-radio-technique-for-blockchain-enabled-inter
MARINE: Man-in-the-Middle Attack Resistant Trust Model in Connected Vehicles,https://pureportal.coventry.ac.uk/en/publications/marine-man-in-the-middle-attack-resistant-trust-model-in-connecte
MSIDN: Mitigation of Sophisticated Interest flooding-based DDoS attacks in Named Data Networking,https://pureportal.coventry.ac.uk/en/publications/msidn-mitigation-of-sophisticated-interest-flooding-based-ddos-at
ODPV: An Efficient Protocol to Mitigate Data Integrity Attacks in Intelligent Transport Systems,https://pureportal.coventry.ac.uk/en/publications/odpv-an-efficient-protocol-to-mitigate-data-integrity-attacks-in-
"Vehicular Sensor Networks: Applications, Advances and Challenges",https://pureportal.coventry.ac.uk/en/publications/vehicular-sensor-networks-applications-advances-and-challenges
A Trust Framework to Detect Malicious Nodes in Cognitive Radio Networks,https://pureportal.coventry.ac.uk/en/publications/a-trust-framework-to-detect-malicious-nodes-in-cognitive-radio-ne
Realization of Blockchain in Named Data Networking-based Internet-of-Vehicles,https://pureportal.coventry.ac.uk/en/publications/realization-of-blockchain-in-named-data-networking-based-internet
Towards a trusted unmanned aerial system using blockchain for the protection of critical infrastructure,https://pureportal.coventry.ac.uk/en/publications/towards-a-trusted-unmanned-aerial-system-using-blockchain-for-the
Man-In-The-Middle Attacks in Vehicular Ad-Hoc Networks: Evaluating the Impact of Attackers’ Strategies,https://pureportal.coventry.ac.uk/en/publications/man-in-the-middle-attacks-in-vehicular-ad-hoc-networks-evaluating
TEAM: A Trust Evaluation and Management Framework in Context-Enabled Vehicular Ad-Hoc Networks,https://pureportal.coventry.ac.uk/en/publications/team-a-trust-evaluation-and-management-framework-in-context-enabl
Internet-of-Things-Based Smart Cities: Recent Advances and Challenges,https://pureportal.coventry.ac.uk/en/publications/internet-of-things-based-smart-cities-recent-advances-and-challen
Enhancing CO2 solubility in the aquifer with the use of a downhole cooler tools,https://pureportal.coventry.ac.uk/en/publications/enhancing-co2-solubility-in-the-aquifer-with-the-use-of-a-downhol
The influence of temperature on wettability alteration during CO 2 storage in saline aquifers,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-temperature-on-wettability-alteration-during-co-
Investigating the impact of reservoir properties and injection parameters on carbon dioxide dissolution in saline aquifers,https://pureportal.coventry.ac.uk/en/publications/investigating-the-impact-of-reservoir-properties-and-injection-pa
Experimental investigation of the impact of rock dissolution on carbonate rock properties in the presence of carbonated water,https://pureportal.coventry.ac.uk/en/publications/experimental-investigation-of-the-impact-of-rock-dissolution-on-c
Numerical simulation of countercurrent Spontaneous imbibition of carbonated water in porous media,https://pureportal.coventry.ac.uk/en/publications/numerical-simulation-of-countercurrent-spontaneous-imbibition-of-
AODV Routing Protocol Performance Analysis under MANET Attacks,https://pureportal.coventry.ac.uk/en/publications/aodv-routing-protocol-performance-analysis-under-manet-attacks
Analysis and Evaluations of Wireless LANs Security Protocols,https://pureportal.coventry.ac.uk/en/publications/analysis-and-evaluations-of-wireless-lans-security-protocols
An Active Attack on Token-Based Security Protocol,https://pureportal.coventry.ac.uk/en/publications/an-active-attack-on-token-based-security-protocol
A New Attack on Aziz-Diffie Security Protocol,https://pureportal.coventry.ac.uk/en/publications/a-new-attack-on-aziz-diffie-security-protocol
Stock Liquidity and SMEs’ Likelihood of Bankruptcy: Evidence from the US Market,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-smes-likelihood-of-bankruptcy-evidence-from-t
"Personalisation of power, neoliberalism and the production of corruption",https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr
Evaluation of the use of psychometric scales in human–wildlife interaction research to determine attitudes and tolerance toward wildlife,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-the-use-of-psychometric-scales-in-humanwildlife-int
An assessment of African lion Panthera leo sociality via social network analysis: prerelease monitoring for an ex situ reintroduction program,https://pureportal.coventry.ac.uk/en/publications/an-assessment-of-african-lion-panthera-leo-sociality-via-social-n-3
Does captivity influence territorial and hunting behaviour? Assessment for an ex-situ reintroduction program of African lions (Panthera leo),https://pureportal.coventry.ac.uk/en/publications/does-captivity-influence-territorial-and-hunting-behaviour-assess
